id,subject,body,text,category,category_id
flight_224,Reminder: Lufthansa Flight LU459 on 2025-12-11,Special offer! Add baggage or meals to your Lufthansa flight LU459 at https://www.lufthansa.com/book/LU459.,Reminder: Lufthansa Flight LU459 on 2025-12-11 Special offer! Add baggage or meals to your Lufthansa flight LU459 at https://www.lufthansa.com/book/LU459.,flight_booking,7
flight_225,Travel Abroad with Lufthansa – Tokyo to Mumbai,Special offer! Add baggage or meals to your Lufthansa flight LU692 at https://www.lufthansa.com/book/LU692.,Travel Abroad with Lufthansa – Tokyo to Mumbai Special offer! Add baggage or meals to your Lufthansa flight LU692 at https://www.lufthansa.com/book/LU692.,flight_booking,7
flight_226,Fly with Qatar Airways – Upgrade to Business Class!,"Enjoy premium comfort and priority boarding on your Qatar Airways Flight QA354. Departure 2025-12-27, Beijing → London.","Fly with Qatar Airways – Upgrade to Business Class! Enjoy premium comfort and priority boarding on your Qatar Airways Flight QA354. Departure 2025-12-27, Beijing → London.",flight_booking,7
flight_227,Confirmation: Lufthansa Beijing → Mumbai,Explore Mumbai on 2025-12-17! Flight LU824 with Lufthansa departs Beijing at 05:05.,Confirmation: Lufthansa Beijing → Mumbai Explore Mumbai on 2025-12-17! Flight LU824 with Lufthansa departs Beijing at 05:05.,flight_booking,7
flight_228,🎟️ E-Ticket for Delta DE215,"Business travel itinerary: Delta Flight DE215. Departure: Dubai at 14:06, arrival: New York at 15:48.","🎟️ E-Ticket for Delta DE215 Business travel itinerary: Delta Flight DE215. Departure: Dubai at 14:06, arrival: New York at 15:48.",flight_booking,7
flight_229,Lufthansa Flight LU387 – Your Ticket Details,Family trip confirmed! Lufthansa Flight LU387 from Mumbai to Beijing. Seats booked: First.,Lufthansa Flight LU387 – Your Ticket Details Family trip confirmed! Lufthansa Flight LU387 from Mumbai to Beijing. Seats booked: First.,flight_booking,7
flight_230,Your VIP Seat on Qatar Airways Flight QA210 is Ready,Travel across continents! Qatar Airways Flight QA210 from Kuala Lumpur to Singapore departs 2025-11-23. Check-in: https://www.qatarairways.com/book/QA210,Your VIP Seat on Qatar Airways Flight QA210 is Ready Travel across continents! Qatar Airways Flight QA210 from Kuala Lumpur to Singapore departs 2025-11-23. Check-in: https://www.qatarairways.com/book/QA210,flight_booking,7
flight_231,Domestic Flight Booking Confirmed: Cathay Pacific CA837,Booking complete! Cathay Pacific Flight CA837 from New York to Chennai. Departure: 2025-12-11 at 21:16. Arrival: 20:49. Reserve extras here: https://www.cathaypacific.com/book/CA837,Domestic Flight Booking Confirmed: Cathay Pacific CA837 Booking complete! Cathay Pacific Flight CA837 from New York to Chennai. Departure: 2025-12-11 at 21:16. Arrival: 20:49. Reserve extras here: https://www.cathaypacific.com/book/CA837,flight_booking,7
flight_232,🛬 Landing Soon: Qatar Airways QA369,Travel across continents! Qatar Airways Flight QA369 from Seoul to Kuala Lumpur departs 2025-12-08. Check-in: https://www.qatarairways.com/book/QA369,🛬 Landing Soon: Qatar Airways QA369 Travel across continents! Qatar Airways Flight QA369 from Seoul to Kuala Lumpur departs 2025-12-08. Check-in: https://www.qatarairways.com/book/QA369,flight_booking,7
flight_233,Business Travel? Lufthansa LU145 Itinerary,Travel across continents! Lufthansa Flight LU145 from Beijing to Seoul departs 2025-11-21. Check-in: https://www.lufthansa.com/book/LU145,Business Travel? Lufthansa LU145 Itinerary Travel across continents! Lufthansa Flight LU145 from Beijing to Seoul departs 2025-11-21. Check-in: https://www.lufthansa.com/book/LU145,flight_booking,7
flight_234,🌍 Explore Mumbai – Emirates Flight EM316,It's almost time to fly! Emirates EM316 departs London at 04:06. Arrival: Mumbai at 15:25.,🌍 Explore Mumbai – Emirates Flight EM316 It's almost time to fly! Emirates EM316 departs London at 04:06. Arrival: Mumbai at 15:25.,flight_booking,7
flight_235,Upcoming Flight Alert: Qatar Airways QA797,Last chance to check-in for your flight QA797 with Qatar Airways. Departure: 2025-12-16 06:15.,Upcoming Flight Alert: Qatar Airways QA797 Last chance to check-in for your flight QA797 with Qatar Airways. Departure: 2025-12-16 06:15.,flight_booking,7
flight_236,🎟️ E-Ticket for Lufthansa LU924,"Reminder: Check-in is open for your Lufthansa Flight LU924. Departure from New York at 16:11, arriving Seoul at 21:11.","🎟️ E-Ticket for Lufthansa LU924 Reminder: Check-in is open for your Lufthansa Flight LU924. Departure from New York at 16:11, arriving Seoul at 21:11.",flight_booking,7
flight_237,VIP Access: Singapore Airlines Flight SI218 Booking Confirmed,Special offer! Add baggage or meals to your Singapore Airlines flight SI218 at https://www.singaporeairlines.com/book/SI218.,VIP Access: Singapore Airlines Flight SI218 Booking Confirmed Special offer! Add baggage or meals to your Singapore Airlines flight SI218 at https://www.singaporeairlines.com/book/SI218.,flight_booking,7
flight_238,IndiGo Flight IN960 – Your Ticket Details,Family trip confirmed! IndiGo Flight IN960 from Beijing to Tokyo. Seats booked: Economy.,IndiGo Flight IN960 – Your Ticket Details Family trip confirmed! IndiGo Flight IN960 from Beijing to Tokyo. Seats booked: Economy.,flight_booking,7
flight_239,Last Chance to Check-in: Qatar Airways Flight QA252,Adventure awaits! Qatar Airways Flight QA252 from Tokyo to London. Pack your bags and enjoy the journey.,Last Chance to Check-in: Qatar Airways Flight QA252 Adventure awaits! Qatar Airways Flight QA252 from Tokyo to London. Pack your bags and enjoy the journey.,flight_booking,7
flight_240,Boarding Pass Inside: Cathay Pacific Flight CA973,"Your VIP access is confirmed for Cathay Pacific Flight CA973. Seat Class: Economy. Departure: 2025-11-18, 01:33.","Boarding Pass Inside: Cathay Pacific Flight CA973 Your VIP access is confirmed for Cathay Pacific Flight CA973. Seat Class: Economy. Departure: 2025-11-18, 01:33.",flight_booking,7
flight_241,Flight Confirmation: Lufthansa LU926 – 2025-11-20,Adventure awaits! Lufthansa Flight LU926 from London to Tokyo. Pack your bags and enjoy the journey.,Flight Confirmation: Lufthansa LU926 – 2025-11-20 Adventure awaits! Lufthansa Flight LU926 from London to Tokyo. Pack your bags and enjoy the journey.,flight_booking,7
flight_242,Miles Update: Lufthansa Flight LU340 Confirmation,Travel across continents! Lufthansa Flight LU340 from New York to Kuala Lumpur departs 2025-12-11. Check-in: https://www.lufthansa.com/book/LU340,Miles Update: Lufthansa Flight LU340 Confirmation Travel across continents! Lufthansa Flight LU340 from New York to Kuala Lumpur departs 2025-12-11. Check-in: https://www.lufthansa.com/book/LU340,flight_booking,7
flight_243,Exclusive: Cathay Pacific Flight Deals for Chennai → London,"Your VIP access is confirmed for Cathay Pacific Flight CA248. Seat Class: First. Departure: 2025-12-07, 14:03.","Exclusive: Cathay Pacific Flight Deals for Chennai → London Your VIP access is confirmed for Cathay Pacific Flight CA248. Seat Class: First. Departure: 2025-12-07, 14:03.",flight_booking,7
flight_244,🕒 Departure Alert: Cathay Pacific Flight CA867 on 2025-12-06,Travel across continents! Cathay Pacific Flight CA867 from Dubai to Kuala Lumpur departs 2025-12-06. Check-in: https://www.cathaypacific.com/book/CA867,🕒 Departure Alert: Cathay Pacific Flight CA867 on 2025-12-06 Travel across continents! Cathay Pacific Flight CA867 from Dubai to Kuala Lumpur departs 2025-12-06. Check-in: https://www.cathaypacific.com/book/CA867,flight_booking,7
flight_245,Enjoy Premium Comfort on Singapore Airlines Flight SI688,"Your VIP access is confirmed for Singapore Airlines Flight SI688. Seat Class: Business. Departure: 2025-11-20, 12:10.","Enjoy Premium Comfort on Singapore Airlines Flight SI688 Your VIP access is confirmed for Singapore Airlines Flight SI688. Seat Class: Business. Departure: 2025-11-20, 12:10.",flight_booking,7
flight_246,🛫 Your Flight QA304 with Qatar Airways is Booked!,"Reminder: Check-in is open for your Qatar Airways Flight QA304. Departure from Dubai at 06:14, arriving New York at 02:56.","🛫 Your Flight QA304 with Qatar Airways is Booked! Reminder: Check-in is open for your Qatar Airways Flight QA304. Departure from Dubai at 06:14, arriving New York at 02:56.",flight_booking,7
flight_247,⏳ Boarding Soon: Qatar Airways QA359,"Reminder: Check-in is open for your Qatar Airways Flight QA359. Departure from Singapore at 12:18, arriving Mumbai at 15:53.","⏳ Boarding Soon: Qatar Airways QA359 Reminder: Check-in is open for your Qatar Airways Flight QA359. Departure from Singapore at 12:18, arriving Mumbai at 15:53.",flight_booking,7
flight_248,Miles Update: Singapore Airlines Flight SI616 Confirmation,"Your next adventure starts here! Singapore Airlines Flight SI616, London → Tokyo, 2025-12-20. Seat Class: Economy.","Miles Update: Singapore Airlines Flight SI616 Confirmation Your next adventure starts here! Singapore Airlines Flight SI616, London → Tokyo, 2025-12-20. Seat Class: Economy.",flight_booking,7
flight_249,🌍 Explore New York – IndiGo Flight IN432,✈️ Ready for takeoff? Flight IN432 with IndiGo departs Seoul at 15:47. Arrival: New York at 22:25.,🌍 Explore New York – IndiGo Flight IN432 ✈️ Ready for takeoff? Flight IN432 with IndiGo departs Seoul at 15:47. Arrival: New York at 22:25.,flight_booking,7
flight_250,Special Offer: Lufthansa Flight LU961 This Week,Last chance to check-in for your flight LU961 with Lufthansa. Departure: 2025-12-11 02:44.,Special Offer: Lufthansa Flight LU961 This Week Last chance to check-in for your flight LU961 with Lufthansa. Departure: 2025-12-11 02:44.,flight_booking,7
flight_251,✈️ Adventure Starts Soon: Lufthansa Flight LU293,Last chance to check-in for your flight LU293 with Lufthansa. Departure: 2025-11-19 10:48.,✈️ Adventure Starts Soon: Lufthansa Flight LU293 Last chance to check-in for your flight LU293 with Lufthansa. Departure: 2025-11-19 10:48.,flight_booking,7
flight_252,Urgent: IndiGo Flight IN812 – Confirm Your Seat,"Upgrade your seat for extra comfort on IndiGo IN812. Departure Seoul, arrival Mumbai.","Urgent: IndiGo Flight IN812 – Confirm Your Seat Upgrade your seat for extra comfort on IndiGo IN812. Departure Seoul, arrival Mumbai.",flight_booking,7
flight_253,Reminder: Delta Flight DE191 on 2025-11-05,"Reminder: Check-in is open for your Delta Flight DE191. Departure from Dubai at 19:19, arriving London at 05:21.","Reminder: Delta Flight DE191 on 2025-11-05 Reminder: Check-in is open for your Delta Flight DE191. Departure from Dubai at 19:19, arriving London at 05:21.",flight_booking,7
flight_254,🛬 Landing Soon: IndiGo IN344,Hello! Your flight IN344 with IndiGo is confirmed. Depart from Singapore at 06:31 on 2025-12-06 and arrive at Seoul at 13:30. Seat Class: First. Price: $557.,🛬 Landing Soon: IndiGo IN344 Hello! Your flight IN344 with IndiGo is confirmed. Depart from Singapore at 06:31 on 2025-12-06 and arrive at Seoul at 13:30. Seat Class: First. Price: $557.,flight_booking,7
flight_255,Check-in Open for Qatar Airways Flight QA433,Hello! Your flight QA433 with Qatar Airways is confirmed. Depart from Singapore at 00:36 on 2025-11-04 and arrive at Beijing at 20:59. Seat Class: First. Price: $1000.,Check-in Open for Qatar Airways Flight QA433 Hello! Your flight QA433 with Qatar Airways is confirmed. Depart from Singapore at 00:36 on 2025-11-04 and arrive at Beijing at 20:59. Seat Class: First. Price: $1000.,flight_booking,7
flight_256,Your VIP Seat on Delta Flight DE384 is Ready,✈️ Ready for takeoff? Flight DE384 with Delta departs Seoul at 15:32. Arrival: Chennai at 19:25.,Your VIP Seat on Delta Flight DE384 is Ready ✈️ Ready for takeoff? Flight DE384 with Delta departs Seoul at 15:32. Arrival: Chennai at 19:25.,flight_booking,7
flight_257,VIP Access: Lufthansa Flight LU385 Booking Confirmed,"Earn reward points on your upcoming flight LU385 with Lufthansa. Book meals, lounges, and more at https://www.lufthansa.com/book/LU385.","VIP Access: Lufthansa Flight LU385 Booking Confirmed Earn reward points on your upcoming flight LU385 with Lufthansa. Book meals, lounges, and more at https://www.lufthansa.com/book/LU385.",flight_booking,7
flight_258,🎟️ E-Ticket for Singapore Airlines SI834,Special offer! Add baggage or meals to your Singapore Airlines flight SI834 at https://www.singaporeairlines.com/book/SI834.,🎟️ E-Ticket for Singapore Airlines SI834 Special offer! Add baggage or meals to your Singapore Airlines flight SI834 at https://www.singaporeairlines.com/book/SI834.,flight_booking,7
flight_259,Flight Confirmation: Qatar Airways QA914 – 2025-11-22,Explore Mumbai on 2025-11-22! Flight QA914 with Qatar Airways departs London at 23:45.,Flight Confirmation: Qatar Airways QA914 – 2025-11-22 Explore Mumbai on 2025-11-22! Flight QA914 with Qatar Airways departs London at 23:45.,flight_booking,7
flight_260,Last Chance to Check-in: Delta Flight DE808,Special offer! Add baggage or meals to your Delta flight DE808 at https://www.delta.com/book/DE808.,Last Chance to Check-in: Delta Flight DE808 Special offer! Add baggage or meals to your Delta flight DE808 at https://www.delta.com/book/DE808.,flight_booking,7
flight_261,Flight CA986 with Cathay Pacific – Booking Complete,Travel across continents! Cathay Pacific Flight CA986 from Seoul to New York departs 2025-11-24. Check-in: https://www.cathaypacific.com/book/CA986,Flight CA986 with Cathay Pacific – Booking Complete Travel across continents! Cathay Pacific Flight CA986 from Seoul to New York departs 2025-11-24. Check-in: https://www.cathaypacific.com/book/CA986,flight_booking,7
flight_262,Confirmation: Singapore Airlines London → Beijing,Hello! Your flight SI923 with Singapore Airlines is confirmed. Depart from London at 23:46 on 2025-12-09 and arrive at Beijing at 00:33. Seat Class: First. Price: $320.,Confirmation: Singapore Airlines London → Beijing Hello! Your flight SI923 with Singapore Airlines is confirmed. Depart from London at 23:46 on 2025-12-09 and arrive at Beijing at 00:33. Seat Class: First. Price: $320.,flight_booking,7
flight_263,🕒 Departure Alert: Lufthansa Flight LU753 on 2025-11-16,Explore Beijing on 2025-11-16! Flight LU753 with Lufthansa departs Kuala Lumpur at 16:06.,🕒 Departure Alert: Lufthansa Flight LU753 on 2025-11-16 Explore Beijing on 2025-11-16! Flight LU753 with Lufthansa departs Kuala Lumpur at 16:06.,flight_booking,7
flight_264,Your VIP Seat on Singapore Airlines Flight SI280 is Ready,Boarding soon! Singapore Airlines SI280 departs Singapore at 13:18 on 2025-12-17. Ensure you have your ID and ticket ready.,Your VIP Seat on Singapore Airlines Flight SI280 is Ready Boarding soon! Singapore Airlines SI280 departs Singapore at 13:18 on 2025-12-17. Ensure you have your ID and ticket ready.,flight_booking,7
flight_265,Don't Forget! Lufthansa Flight LU891 on 2025-11-26,"Reminder: Check-in is open for your Lufthansa Flight LU891. Departure from London at 03:21, arriving Mumbai at 02:19.","Don't Forget! Lufthansa Flight LU891 on 2025-11-26 Reminder: Check-in is open for your Lufthansa Flight LU891. Departure from London at 03:21, arriving Mumbai at 02:19.",flight_booking,7
flight_266,Check-in Open for Qatar Airways Flight QA707,Family trip confirmed! Qatar Airways Flight QA707 from New York to London. Seats booked: Business.,Check-in Open for Qatar Airways Flight QA707 Family trip confirmed! Qatar Airways Flight QA707 from New York to London. Seats booked: Business.,flight_booking,7
flight_267,Your VIP Seat on Delta Flight DE150 is Ready,Special offer! Add baggage or meals to your Delta flight DE150 at https://www.delta.com/book/DE150.,Your VIP Seat on Delta Flight DE150 is Ready Special offer! Add baggage or meals to your Delta flight DE150 at https://www.delta.com/book/DE150.,flight_booking,7
flight_268,Pack Your Bags! Cathay Pacific Flight CA856 Awaits,Special offer! Add baggage or meals to your Cathay Pacific flight CA856 at https://www.cathaypacific.com/book/CA856.,Pack Your Bags! Cathay Pacific Flight CA856 Awaits Special offer! Add baggage or meals to your Cathay Pacific flight CA856 at https://www.cathaypacific.com/book/CA856.,flight_booking,7
flight_269,Booking Successful: Delta Flight DE244,"Your next adventure starts here! Delta Flight DE244, Tokyo → Dubai, 2025-12-17. Seat Class: Business.","Booking Successful: Delta Flight DE244 Your next adventure starts here! Delta Flight DE244, Tokyo → Dubai, 2025-12-17. Seat Class: Business.",flight_booking,7
flight_270,Your Next Adventure: Emirates Dubai → Kuala Lumpur,Explore Kuala Lumpur on 2025-12-12! Flight EM221 with Emirates departs Dubai at 13:01.,Your Next Adventure: Emirates Dubai → Kuala Lumpur Explore Kuala Lumpur on 2025-12-12! Flight EM221 with Emirates departs Dubai at 13:01.,flight_booking,7
flight_271,Your Next Adventure: Singapore Airlines Kuala Lumpur → Seoul,"Business travel itinerary: Singapore Airlines Flight SI360. Departure: Kuala Lumpur at 12:45, arrival: Seoul at 10:08.","Your Next Adventure: Singapore Airlines Kuala Lumpur → Seoul Business travel itinerary: Singapore Airlines Flight SI360. Departure: Kuala Lumpur at 12:45, arrival: Seoul at 10:08.",flight_booking,7
flight_272,Your Journey with Lufthansa is About to Begin!,Hello! Your flight LU923 with Lufthansa is confirmed. Depart from Seoul at 07:40 on 2025-12-05 and arrive at Mumbai at 21:12. Seat Class: Economy. Price: $239.,Your Journey with Lufthansa is About to Begin! Hello! Your flight LU923 with Lufthansa is confirmed. Depart from Seoul at 07:40 on 2025-12-05 and arrive at Mumbai at 21:12. Seat Class: Economy. Price: $239.,flight_booking,7
flight_273,Exclusive: Lufthansa Flight Deals for London → Tokyo,"Your VIP access is confirmed for Lufthansa Flight LU422. Seat Class: Economy. Departure: 2025-12-02, 05:24.","Exclusive: Lufthansa Flight Deals for London → Tokyo Your VIP access is confirmed for Lufthansa Flight LU422. Seat Class: Economy. Departure: 2025-12-02, 05:24.",flight_booking,7
flight_274,Your Trip is Coming Up! Qatar Airways Flight QA682,Adventure awaits! Qatar Airways Flight QA682 from Singapore to New York. Pack your bags and enjoy the journey.,Your Trip is Coming Up! Qatar Airways Flight QA682 Adventure awaits! Qatar Airways Flight QA682 from Singapore to New York. Pack your bags and enjoy the journey.,flight_booking,7
flight_275,Reminder: Lufthansa Flight LU506 on 2025-12-24,"Earn reward points on your upcoming flight LU506 with Lufthansa. Book meals, lounges, and more at https://www.lufthansa.com/book/LU506.","Reminder: Lufthansa Flight LU506 on 2025-12-24 Earn reward points on your upcoming flight LU506 with Lufthansa. Book meals, lounges, and more at https://www.lufthansa.com/book/LU506.",flight_booking,7
flight_276,Prepare for Departure: Singapore Airlines SI978 from Dubai,"Your next adventure starts here! Singapore Airlines Flight SI978, Dubai → Mumbai, 2025-12-01. Seat Class: Business.","Prepare for Departure: Singapore Airlines SI978 from Dubai Your next adventure starts here! Singapore Airlines Flight SI978, Dubai → Mumbai, 2025-12-01. Seat Class: Business.",flight_booking,7
flight_277,Earn Miles on Cathay Pacific Flight CA820,It's almost time to fly! Cathay Pacific CA820 departs Beijing at 07:43. Arrival: New York at 20:48.,Earn Miles on Cathay Pacific Flight CA820 It's almost time to fly! Cathay Pacific CA820 departs Beijing at 07:43. Arrival: New York at 20:48.,flight_booking,7
flight_278,Flight Confirmation: Lufthansa LU508 – 2025-11-05,Travel across continents! Lufthansa Flight LU508 from Dubai to Beijing departs 2025-11-05. Check-in: https://www.lufthansa.com/book/LU508,Flight Confirmation: Lufthansa LU508 – 2025-11-05 Travel across continents! Lufthansa Flight LU508 from Dubai to Beijing departs 2025-11-05. Check-in: https://www.lufthansa.com/book/LU508,flight_booking,7
flight_279,Urgent: Delta Flight DE794 – Confirm Your Seat,Adventure awaits! Delta Flight DE794 from London to Mumbai. Pack your bags and enjoy the journey.,Urgent: Delta Flight DE794 – Confirm Your Seat Adventure awaits! Delta Flight DE794 from London to Mumbai. Pack your bags and enjoy the journey.,flight_booking,7
flight_280,🕒 Departure Alert: Lufthansa Flight LU570 on 2025-12-16,"Your next adventure starts here! Lufthansa Flight LU570, New York → Dubai, 2025-12-16. Seat Class: First.","🕒 Departure Alert: Lufthansa Flight LU570 on 2025-12-16 Your next adventure starts here! Lufthansa Flight LU570, New York → Dubai, 2025-12-16. Seat Class: First.",flight_booking,7
flight_281,Your VIP Seat on Singapore Airlines Flight SI453 is Ready,"Earn reward points on your upcoming flight SI453 with Singapore Airlines. Book meals, lounges, and more at https://www.singaporeairlines.com/book/SI453.","Your VIP Seat on Singapore Airlines Flight SI453 is Ready Earn reward points on your upcoming flight SI453 with Singapore Airlines. Book meals, lounges, and more at https://www.singaporeairlines.com/book/SI453.",flight_booking,7
flight_282,✈️ Adventure Starts Soon: Singapore Airlines Flight SI370,Boarding soon! Singapore Airlines SI370 departs Dubai at 21:10 on 2025-12-13. Ensure you have your ID and ticket ready.,✈️ Adventure Starts Soon: Singapore Airlines Flight SI370 Boarding soon! Singapore Airlines SI370 departs Dubai at 21:10 on 2025-12-13. Ensure you have your ID and ticket ready.,flight_booking,7
flight_283,Your VIP Seat on Cathay Pacific Flight CA478 is Ready,Booking complete! Cathay Pacific Flight CA478 from Chennai to Seoul. Departure: 2025-11-03 at 22:37. Arrival: 20:48. Reserve extras here: https://www.cathaypacific.com/book/CA478,Your VIP Seat on Cathay Pacific Flight CA478 is Ready Booking complete! Cathay Pacific Flight CA478 from Chennai to Seoul. Departure: 2025-11-03 at 22:37. Arrival: 20:48. Reserve extras here: https://www.cathaypacific.com/book/CA478,flight_booking,7
flight_284,🛫 Your Flight IN330 with IndiGo is Booked!,"Upgrade your seat for extra comfort on IndiGo IN330. Departure Beijing, arrival Tokyo.","🛫 Your Flight IN330 with IndiGo is Booked! Upgrade your seat for extra comfort on IndiGo IN330. Departure Beijing, arrival Tokyo.",flight_booking,7
flight_285,Your Journey with Lufthansa is About to Begin!,Special offer! Add baggage or meals to your Lufthansa flight LU727 at https://www.lufthansa.com/book/LU727.,Your Journey with Lufthansa is About to Begin! Special offer! Add baggage or meals to your Lufthansa flight LU727 at https://www.lufthansa.com/book/LU727.,flight_booking,7
flight_286,Earn Points on Your Upcoming Flight EM500 with Emirates,"Upgrade your seat for extra comfort on Emirates EM500. Departure Singapore, arrival Chennai.","Earn Points on Your Upcoming Flight EM500 with Emirates Upgrade your seat for extra comfort on Emirates EM500. Departure Singapore, arrival Chennai.",flight_booking,7
flight_287,Your VIP Seat on Qatar Airways Flight QA877 is Ready,Your journey is ready! Flight QA877 with Qatar Airways leaves New York at 06:20 on 2025-11-04 and lands in Seoul at 14:26. Seat Class: Economy.,Your VIP Seat on Qatar Airways Flight QA877 is Ready Your journey is ready! Flight QA877 with Qatar Airways leaves New York at 06:20 on 2025-11-04 and lands in Seoul at 14:26. Seat Class: Economy.,flight_booking,7
flight_288,Special Offer: Singapore Airlines Flight SI999 This Week,Your journey is ready! Flight SI999 with Singapore Airlines leaves Tokyo at 13:00 on 2025-11-14 and lands in New York at 09:48. Seat Class: Business.,Special Offer: Singapore Airlines Flight SI999 This Week Your journey is ready! Flight SI999 with Singapore Airlines leaves Tokyo at 13:00 on 2025-11-14 and lands in New York at 09:48. Seat Class: Business.,flight_booking,7
flight_289,Your VIP Seat on Qatar Airways Flight QA932 is Ready,Hurry! Boarding for Qatar Airways Flight QA932 begins soon. Don't miss your departure.,Your VIP Seat on Qatar Airways Flight QA932 is Ready Hurry! Boarding for Qatar Airways Flight QA932 begins soon. Don't miss your departure.,flight_booking,7
flight_290,🛬 Landing Soon: Singapore Airlines SI281,"Earn reward points on your upcoming flight SI281 with Singapore Airlines. Book meals, lounges, and more at https://www.singaporeairlines.com/book/SI281.","🛬 Landing Soon: Singapore Airlines SI281 Earn reward points on your upcoming flight SI281 with Singapore Airlines. Book meals, lounges, and more at https://www.singaporeairlines.com/book/SI281.",flight_booking,7
flight_291,Upcoming Flight Alert: Emirates EM281,"Your next adventure starts here! Emirates Flight EM281, Beijing → Chennai, 2025-12-14. Seat Class: First.","Upcoming Flight Alert: Emirates EM281 Your next adventure starts here! Emirates Flight EM281, Beijing → Chennai, 2025-12-14. Seat Class: First.",flight_booking,7
flight_292,Your Journey with Delta is About to Begin!,"Earn reward points on your upcoming flight DE194 with Delta. Book meals, lounges, and more at https://www.delta.com/book/DE194.","Your Journey with Delta is About to Begin! Earn reward points on your upcoming flight DE194 with Delta. Book meals, lounges, and more at https://www.delta.com/book/DE194.",flight_booking,7
flight_293,Reminder: Lufthansa Flight LU322 on 2025-12-18,"Upgrade your seat for extra comfort on Lufthansa LU322. Departure Mumbai, arrival Seoul.","Reminder: Lufthansa Flight LU322 on 2025-12-18 Upgrade your seat for extra comfort on Lufthansa LU322. Departure Mumbai, arrival Seoul.",flight_booking,7
flight_294,Your VIP Seat on Singapore Airlines Flight SI997 is Ready,Special offer! Add baggage or meals to your Singapore Airlines flight SI997 at https://www.singaporeairlines.com/book/SI997.,Your VIP Seat on Singapore Airlines Flight SI997 is Ready Special offer! Add baggage or meals to your Singapore Airlines flight SI997 at https://www.singaporeairlines.com/book/SI997.,flight_booking,7
flight_295,Luxury Travel Awaits! Singapore Airlines SI874 Booking Confirmed,"Reminder: Check-in is open for your Singapore Airlines Flight SI874. Departure from Tokyo at 23:42, arriving New York at 22:26.","Luxury Travel Awaits! Singapore Airlines SI874 Booking Confirmed Reminder: Check-in is open for your Singapore Airlines Flight SI874. Departure from Tokyo at 23:42, arriving New York at 22:26.",flight_booking,7
flight_296,Booking Successful: Cathay Pacific Flight CA632,Hello! Your flight CA632 with Cathay Pacific is confirmed. Depart from Seoul at 18:22 on 2025-11-12 and arrive at Beijing at 15:08. Seat Class: Business. Price: $786.,Booking Successful: Cathay Pacific Flight CA632 Hello! Your flight CA632 with Cathay Pacific is confirmed. Depart from Seoul at 18:22 on 2025-11-12 and arrive at Beijing at 15:08. Seat Class: Business. Price: $786.,flight_booking,7
flight_297,Miles Update: IndiGo Flight IN785 Confirmation,Special offer! Add baggage or meals to your IndiGo flight IN785 at https://www.indigo.com/book/IN785.,Miles Update: IndiGo Flight IN785 Confirmation Special offer! Add baggage or meals to your IndiGo flight IN785 at https://www.indigo.com/book/IN785.,flight_booking,7
flight_298,Pack Your Bags! Delta Flight DE995 Awaits,Hurry! Boarding for Delta Flight DE995 begins soon. Don't miss your departure.,Pack Your Bags! Delta Flight DE995 Awaits Hurry! Boarding for Delta Flight DE995 begins soon. Don't miss your departure.,flight_booking,7
flight_299,Fly with Singapore Airlines – Upgrade to Business Class!,Booking complete! Singapore Airlines Flight SI305 from New York to Mumbai. Departure: 2025-11-17 at 21:37. Arrival: 18:02. Reserve extras here: https://www.singaporeairlines.com/book/SI305,Fly with Singapore Airlines – Upgrade to Business Class! Booking complete! Singapore Airlines Flight SI305 from New York to Mumbai. Departure: 2025-11-17 at 21:37. Arrival: 18:02. Reserve extras here: https://www.singaporeairlines.com/book/SI305,flight_booking,7
flight_300,🌍 Explore Dubai – Cathay Pacific Flight CA559,Boarding soon! Cathay Pacific CA559 departs London at 01:29 on 2025-12-13. Ensure you have your ID and ticket ready.,🌍 Explore Dubai – Cathay Pacific Flight CA559 Boarding soon! Cathay Pacific CA559 departs London at 01:29 on 2025-12-13. Ensure you have your ID and ticket ready.,flight_booking,7
flight_301,Fly with IndiGo – Upgrade to Business Class!,Last chance to check-in for your flight IN300 with IndiGo. Departure: 2025-11-18 12:15.,Fly with IndiGo – Upgrade to Business Class! Last chance to check-in for your flight IN300 with IndiGo. Departure: 2025-11-18 12:15.,flight_booking,7
flight_302,Your Journey with Emirates is About to Begin!,Last chance to check-in for your flight EM600 with Emirates. Departure: 2025-11-13 20:54.,Your Journey with Emirates is About to Begin! Last chance to check-in for your flight EM600 with Emirates. Departure: 2025-11-13 20:54.,flight_booking,7
flight_303,Luxury Travel Awaits! IndiGo IN844 Booking Confirmed,"Upgrade your seat for extra comfort on IndiGo IN844. Departure Kuala Lumpur, arrival Mumbai.","Luxury Travel Awaits! IndiGo IN844 Booking Confirmed Upgrade your seat for extra comfort on IndiGo IN844. Departure Kuala Lumpur, arrival Mumbai.",flight_booking,7
flight_304,Upcoming Flight Alert: Emirates EM256,"Enjoy premium comfort and priority boarding on your Emirates Flight EM256. Departure 2025-12-19, Singapore → Chennai.","Upcoming Flight Alert: Emirates EM256 Enjoy premium comfort and priority boarding on your Emirates Flight EM256. Departure 2025-12-19, Singapore → Chennai.",flight_booking,7
