subject,body,text,category,category_id,id
🙌 Experience Prateek Kuhad at Corner Hotel Tickets Going Fast!,"Low ticket warning! Prateek Kuhad live in Melbourne at Corner Hotel, 06-09-2024.","🙌 Experience Prateek Kuhad at Corner Hotel Tickets Going Fast! Low ticket warning! Prateek Kuhad live in Melbourne at Corner Hotel, 06-09-2024.",concert_promotion,6,music_241
🕺 Join Halsey performing hits like [] Be There!,"Get your spot now! Halsey live at The Fillmore Philadelphia, Philadelphia, on 30-10-2025.","🕺 Join Halsey performing hits like [] Be There! Get your spot now! Halsey live at The Fillmore Philadelphia, Philadelphia, on 30-10-2025.",concert_promotion,6,music_242
🎶 Experience G.E.M. performing hits like [] Don't Miss Out!,Studio hits to live thrills: G.E.M. performs at HongKou Stadium on 14-09-2025.,🎶 Experience G.E.M. performing hits like [] Don't Miss Out! Studio hits to live thrills: G.E.M. performs at HongKou Stadium on 14-09-2025.,concert_promotion,6,music_243
✨ Get Ready for Ritviz at Mahalaxmi Race Course Secure Your Spot!,"Ritviz brings  to Mahalaxmi Race Course, Mumbai, 10-12-2022. Tickets at https://www.setlist.fm/setlist/ritviz/2022/mahalaxmi-race-course-mumbai-india-4bbf43c6.html.","✨ Get Ready for Ritviz at Mahalaxmi Race Course Secure Your Spot! Ritviz brings  to Mahalaxmi Race Course, Mumbai, 10-12-2022. Tickets at https://www.setlist.fm/setlist/ritviz/2022/mahalaxmi-race-course-mumbai-india-4bbf43c6.html.",concert_promotion,6,music_244
✨ Get Ready for Atif Aslam performing hits like ['Tera Hone Laga Hoon'] Epic Night Ahead!,"Don't just stream—experience Atif Aslam live at Ahoy, Rotterdam, on 15-09-2024.","✨ Get Ready for Atif Aslam performing hits like ['Tera Hone Laga Hoon'] Epic Night Ahead! Don't just stream—experience Atif Aslam live at Ahoy, Rotterdam, on 15-09-2024.",concert_promotion,6,music_245
🎉 See NCT 127 in Tokyo at Tokyo Dome Tickets Going Fast!,The concert you've been waiting for! NCT 127 at Tokyo Dome (Tokyo) on 09-08-2025.,🎉 See NCT 127 in Tokyo at Tokyo Dome Tickets Going Fast! The concert you've been waiting for! NCT 127 at Tokyo Dome (Tokyo) on 09-08-2025.,concert_promotion,6,music_246
🕺 Join Sia performing hits like ['Unstoppable'] Be There!,"As part of , Sia stops at Barker Hangar, Santa Monica, on 05-04-2025.","🕺 Join Sia performing hits like ['Unstoppable'] Be There! As part of , Sia stops at Barker Hangar, Santa Monica, on 05-04-2025.",concert_promotion,6,music_247
🤘 The Ultimate Dualist Inquiry Experience for the  tour Don't Miss Out!,Dualist Inquiry brings the full stadium show to Fortress Sydney on 18-10-2024.,🤘 The Ultimate Dualist Inquiry Experience for the  tour Don't Miss Out! Dualist Inquiry brings the full stadium show to Fortress Sydney on 18-10-2024.,concert_promotion,6,music_248
❤️ The Ultimate Doja Cat Experience on 07-09-2025 Tickets Going Fast!,"Get your spot now! Doja Cat live at UBS Arena, Elmont, on 07-09-2025.","❤️ The Ultimate Doja Cat Experience on 07-09-2025 Tickets Going Fast! Get your spot now! Doja Cat live at UBS Arena, Elmont, on 07-09-2025.",concert_promotion,6,music_249
🎟️ Experience BigBang at Terminalen Limited Seats Available,From classics to new hits: BigBang performs [] live at Terminalen (Ålesund) on 19-12-2024.,🎟️ Experience BigBang at Terminalen Limited Seats Available From classics to new hits: BigBang performs [] live at Terminalen (Ålesund) on 19-12-2024.,concert_promotion,6,music_250
"🤘 Experience GOT7 performing hits like ['Hard Carry', 'Girls Girls Girls', 'Stop Stop It', 'A', 'Just Right', 'Lullaby', 'Playground', 'her', 'OUT THE DOOR', 'THURSDAY', 'Breath', 'Carry Me Out', 'Letter', 'I Love You 3000', 'Cloud nine', 'SHINE', 'Vibin', 'riBBon', 'If You Do', 'PYTHON', 'Yours Truly,', 'Encore', 'NANANA', 'You Calling My Name', 'NOT BY THE MOON', 'A', 'Follow me', 'Come On', 'Magnetic', 'Shopping Mall', 'Look', 'Before The Full Moon Rises'] 🎟️ Get Tickets Now!","Low ticket warning! GOT7 live in Seoul at SK Olympic Handball Arena, 01-02-2025.","🤘 Experience GOT7 performing hits like ['Hard Carry', 'Girls Girls Girls', 'Stop Stop It', 'A', 'Just Right', 'Lullaby', 'Playground', 'her', 'OUT THE DOOR', 'THURSDAY', 'Breath', 'Carry Me Out', 'Letter', 'I Love You 3000', 'Cloud nine', 'SHINE', 'Vibin', 'riBBon', 'If You Do', 'PYTHON', 'Yours Truly,', 'Encore', 'NANANA', 'You Calling My Name', 'NOT BY THE MOON', 'A', 'Follow me', 'Come On', 'Magnetic', 'Shopping Mall', 'Look', 'Before The Full Moon Rises'] 🎟️ Get Tickets Now! Low ticket warning! GOT7 live in Seoul at SK Olympic Handball Arena, 01-02-2025.",concert_promotion,6,music_251
❤️ The Ultimate G.E.M. Experience for the I Am Gloria tour Be There!,From classics to new hits: G.E.M. performs [] live at HongKou Stadium (Shanghai) on 21-09-2025.,❤️ The Ultimate G.E.M. Experience for the I Am Gloria tour Be There! From classics to new hits: G.E.M. performs [] live at HongKou Stadium (Shanghai) on 21-09-2025.,concert_promotion,6,music_252
❤️ Join Jacky Cheung for the  tour Limited Seats Available,"Tickets are selling fast! Jacky Cheung at Taipei Arena, Taipei, 13-04-2025. Secure yours at https://www.setlist.fm/setlist/jacky-cheung/2025/taipei-arena-taipei-taiwan-33590485.html!","❤️ Join Jacky Cheung for the  tour Limited Seats Available Tickets are selling fast! Jacky Cheung at Taipei Arena, Taipei, 13-04-2025. Secure yours at https://www.setlist.fm/setlist/jacky-cheung/2025/taipei-arena-taipei-taiwan-33590485.html!",concert_promotion,6,music_253
❤️ The Ultimate BLACKPINK Experience for the DEADLINE tour Be There!,"Don't miss the DEADLINE spectacle: BLACKPINK at Kaohsiung National Stadium, Kaohsiung City, 19-10-2025.","❤️ The Ultimate BLACKPINK Experience for the DEADLINE tour Be There! Don't miss the DEADLINE spectacle: BLACKPINK at Kaohsiung National Stadium, Kaohsiung City, 19-10-2025.",concert_promotion,6,music_254
💥 Your Chance to See Billie Eilish on 25-10-2025 Secure Your Spot!,Studio hits to live thrills: Billie Eilish performs at UBS Arena on 25-10-2025.,💥 Your Chance to See Billie Eilish on 25-10-2025 Secure Your Spot! Studio hits to live thrills: Billie Eilish performs at UBS Arena on 25-10-2025.,concert_promotion,6,music_255
✨ The Ultimate Sia Experience performing hits like ['Unstoppable'] Epic Night Ahead!,"Don't just stream—experience Sia live at Barker Hangar, Santa Monica, on 05-04-2025.","✨ The Ultimate Sia Experience performing hits like ['Unstoppable'] Epic Night Ahead! Don't just stream—experience Sia live at Barker Hangar, Santa Monica, on 05-04-2025.",concert_promotion,6,music_256
🙌 Experience TOMORROW X TOGETHER at Capital One Arena Tickets Going Fast!,"Get ready, Washington! TOMORROW X TOGETHER brings their iconic sound to Capital One Arena on 28-09-2025. Be part of  fans cheering live.","🙌 Experience TOMORROW X TOGETHER at Capital One Arena Tickets Going Fast! Get ready, Washington! TOMORROW X TOGETHER brings their iconic sound to Capital One Arena on 28-09-2025. Be part of  fans cheering live.",concert_promotion,6,music_257
🔥 Catch Die Twice Live at Queen Margaret Union Epic Night Ahead!,Die Twice brings the full stadium show to Queen Margaret Union on 25-10-2025.,🔥 Catch Die Twice Live at Queen Margaret Union Epic Night Ahead! Die Twice brings the full stadium show to Queen Margaret Union on 25-10-2025.,concert_promotion,6,music_258
🎟️ Experience Jonita Gandhi at Mahalaxmi Race Course Limited Seats Available,"The icon returns! Jonita Gandhi live at Mahalaxmi Race Course, Mumbai, 10-12-2022.","🎟️ Experience Jonita Gandhi at Mahalaxmi Race Course Limited Seats Available The icon returns! Jonita Gandhi live at Mahalaxmi Race Course, Mumbai, 10-12-2022.",concert_promotion,6,music_259
🕺 Join JJ Lin performing hits like [] Be There!,It's official: JJ Lin is performing at Beijing National Stadium in Beijing on 06-07-2025. Experience [] live!,🕺 Join JJ Lin performing hits like [] Be There! It's official: JJ Lin is performing at Beijing National Stadium in Beijing on 06-07-2025. Experience [] live!,concert_promotion,6,music_260
❤️ Don't Miss A. R. Rahman performing hits like [] Live & Loud!,"Dazzling lights, incredible sound, A. R. Rahman! Utilita Arena Birmingham, Birmingham, 18-10-2025.","❤️ Don't Miss A. R. Rahman performing hits like [] Live & Loud! Dazzling lights, incredible sound, A. R. Rahman! Utilita Arena Birmingham, Birmingham, 18-10-2025.",concert_promotion,6,music_261
🙌 Get Ready for Alba August at Cirkus – One Night Only!,"Stockholm, mark your calendars! Alba August delivers a powerhouse show at Cirkus on 15-09-2025.","🙌 Get Ready for Alba August at Cirkus – One Night Only! Stockholm, mark your calendars! Alba August delivers a powerhouse show at Cirkus on 15-09-2025.",concert_promotion,6,music_262
🌟 Get Ready for BLACKPINK at Kaohsiung National Stadium – One Night Only!,Experience the DEADLINE tour with BLACKPINK live at Kaohsiung National Stadium on 19-10-2025.,🌟 Get Ready for BLACKPINK at Kaohsiung National Stadium – One Night Only! Experience the DEADLINE tour with BLACKPINK live at Kaohsiung National Stadium on 19-10-2025.,concert_promotion,6,music_263
✨ Get Ready for Lizzo at Irving Plaza Secure Your Spot!,Experience the Lizzo in Real Life tour with Lizzo live at Irving Plaza on 16-03-2025.,✨ Get Ready for Lizzo at Irving Plaza Secure Your Spot! Experience the Lizzo in Real Life tour with Lizzo live at Irving Plaza on 16-03-2025.,concert_promotion,6,music_264
🎤 See Halsey in Mexico City for the Back To Badlands Tour tour Don't Miss Out!,"Get your spot now! Halsey live at Pabellón Oeste del Palacio de los Deportes, Mexico City, on 22-10-2025.","🎤 See Halsey in Mexico City for the Back To Badlands Tour tour Don't Miss Out! Get your spot now! Halsey live at Pabellón Oeste del Palacio de los Deportes, Mexico City, on 22-10-2025.",concert_promotion,6,music_265
🕺 Join Bruno Mars performing hits like [] Be There!,"Get ready, Las Vegas! Bruno Mars brings their iconic sound to Dolby Live at Park MGM on 03-09-2025. Be part of  fans cheering live.","🕺 Join Bruno Mars performing hits like [] Be There! Get ready, Las Vegas! Bruno Mars brings their iconic sound to Dolby Live at Park MGM on 03-09-2025. Be part of  fans cheering live.",concert_promotion,6,music_266
🤘 The Ultimate Afgan Experience for the  tour Don't Miss Out!,Studio hits to live thrills: Afgan performs at Moroccan Lounge on 16-02-2024.,🤘 The Ultimate Afgan Experience for the  tour Don't Miss Out! Studio hits to live thrills: Afgan performs at Moroccan Lounge on 16-02-2024.,concert_promotion,6,music_267
🙌 Your Chance to See Dualist Inquiry performing hits like [] 🎟️ Get Tickets Now!,Pure music magic: Dualist Inquiry at Mahalaxmi Race Course in Mumbai on 27-01-2024. Featuring hits like [].,🙌 Your Chance to See Dualist Inquiry performing hits like [] 🎟️ Get Tickets Now! Pure music magic: Dualist Inquiry at Mahalaxmi Race Course in Mumbai on 27-01-2024. Featuring hits like [].,concert_promotion,6,music_268
🎤 Don't Miss Armaan Malik for the  tour Live & Loud!,"A special night with Armaan Malik: indigo at The O2, London, 13-04-2025.","🎤 Don't Miss Armaan Malik for the  tour Live & Loud! A special night with Armaan Malik: indigo at The O2, London, 13-04-2025.",concert_promotion,6,music_269
✨ Get Ready for Hins Cheung at Sha Tin Racecourse Secure Your Spot!,Hins Cheung // Sha Tin // Sha Tin Racecourse // 31-01-2025. Get tickets at https://www.setlist.fm/setlist/hins-cheung/2025/sha-tin-racecourse-sha-tin-hong-kong-sar-china-63462e0f.html.,✨ Get Ready for Hins Cheung at Sha Tin Racecourse Secure Your Spot! Hins Cheung // Sha Tin // Sha Tin Racecourse // 31-01-2025. Get tickets at https://www.setlist.fm/setlist/hins-cheung/2025/sha-tin-racecourse-sha-tin-hong-kong-sar-china-63462e0f.html.,concert_promotion,6,music_270
❤️ The Ultimate When Chai Met Toast Experience in Mumbai Limited Seats Available,"Witness timeless music by When Chai Met Toast at Mahalaxmi Race Course, Mumbai, on 27-01-2024.","❤️ The Ultimate When Chai Met Toast Experience in Mumbai Limited Seats Available Witness timeless music by When Chai Met Toast at Mahalaxmi Race Course, Mumbai, on 27-01-2024.",concert_promotion,6,music_271
❤️ The Ultimate LUDMILLA Experience on 14-09-2025 Tickets Going Fast!,"Get ready, São Paulo! LUDMILLA brings their iconic sound to Autódromo de Interlagos on 14-09-2025. Be part of  fans cheering live.","❤️ The Ultimate LUDMILLA Experience on 14-09-2025 Tickets Going Fast! Get ready, São Paulo! LUDMILLA brings their iconic sound to Autódromo de Interlagos on 14-09-2025. Be part of  fans cheering live.",concert_promotion,6,music_272
❤️ Join Raisa Khan for the  tour Limited Seats Available,Experience the  tour with Raisa Khan live at BBC Studios on 15-04-2025.,❤️ Join Raisa Khan for the  tour Limited Seats Available Experience the  tour with Raisa Khan live at BBC Studios on 15-04-2025.,concert_promotion,6,music_273
🙌 Experience Mayday at Xiamen Sports Center Stadium Tickets Going Fast!,"Mayday anniversary tour! Xiamen Sports Center Stadium, Xiamen, 26-10-2025. Celebrate with hits like [].","🙌 Experience Mayday at Xiamen Sports Center Stadium Tickets Going Fast! Mayday anniversary tour! Xiamen Sports Center Stadium, Xiamen, 26-10-2025. Celebrate with hits like [].",concert_promotion,6,music_274
✨ The Ultimate Emeli Sandé Experience performing hits like [] Epic Night Ahead!,"Emeli Sandé anniversary tour! OVO Arena Wembley, London, 21-09-2025. Celebrate with hits like [].","✨ The Ultimate Emeli Sandé Experience performing hits like [] Epic Night Ahead! Emeli Sandé anniversary tour! OVO Arena Wembley, London, 21-09-2025. Celebrate with hits like [].",concert_promotion,6,music_275
🎸 Don't Miss Anirudh Ravichander for the Once Upon a Time Tour tour Don't Miss Out!,The concert you've been waiting for! Anirudh Ravichander at Gas South Arena (Duluth) on 09-04-2023.,🎸 Don't Miss Anirudh Ravichander for the Once Upon a Time Tour tour Don't Miss Out! The concert you've been waiting for! Anirudh Ravichander at Gas South Arena (Duluth) on 09-04-2023.,concert_promotion,6,music_276
❤️ Join Eason Chan for the  tour Limited Seats Available,"Eason Chan anniversary tour! Kaohsiung Arena, Kaohsiung City, 18-05-2025. Celebrate with hits like [].","❤️ Join Eason Chan for the  tour Limited Seats Available Eason Chan anniversary tour! Kaohsiung Arena, Kaohsiung City, 18-05-2025. Celebrate with hits like [].",concert_promotion,6,music_277
✨ Get Ready for The Raghu Dixit Project at La Belle Angele Secure Your Spot!,Studio hits to live thrills: The Raghu Dixit Project performs at La Belle Angele on 26-07-2024.,✨ Get Ready for The Raghu Dixit Project at La Belle Angele Secure Your Spot! Studio hits to live thrills: The Raghu Dixit Project performs at La Belle Angele on 26-07-2024.,concert_promotion,6,music_278
🕺 Your Chance to See Haricharan for the  tour Don't Miss Out!,"Haricharan anniversary tour! Palais Theatre, Melbourne, 28-05-2023. Celebrate with hits like [].","🕺 Your Chance to See Haricharan for the  tour Don't Miss Out! Haricharan anniversary tour! Palais Theatre, Melbourne, 28-05-2023. Celebrate with hits like [].",concert_promotion,6,music_279
"✨ Get Ready for twenty one pilots performing hits like ['Overcompensate', 'The Contract', 'RAWFEAR', ""We Don't Believe What's on TV"", 'Tear in My Heart', 'Backslide', 'Lane Boy', 'Shy Away', 'Heathens', 'Next Semester', 'Routines in the Night', 'Message Man', 'Pet Cheetah', 'Polarize', 'Chlorine', 'Jumpsuit', 'Nico and the Niners', 'Heavydirtysoul', 'The Line', 'Garbage', 'Doubt', 'Tally', 'Downstairs', 'Ride', 'Drum Show', 'City Walls', 'Guns for Hands', 'Stressed Out', 'Trees', 'Lavish'] Epic Night Ahead!",twenty one pilots is back on tour! Catch the new show in Los Angeles at BMO Stadium on 25-10-2025.,"✨ Get Ready for twenty one pilots performing hits like ['Overcompensate', 'The Contract', 'RAWFEAR', ""We Don't Believe What's on TV"", 'Tear in My Heart', 'Backslide', 'Lane Boy', 'Shy Away', 'Heathens', 'Next Semester', 'Routines in the Night', 'Message Man', 'Pet Cheetah', 'Polarize', 'Chlorine', 'Jumpsuit', 'Nico and the Niners', 'Heavydirtysoul', 'The Line', 'Garbage', 'Doubt', 'Tally', 'Downstairs', 'Ride', 'Drum Show', 'City Walls', 'Guns for Hands', 'Stressed Out', 'Trees', 'Lavish'] Epic Night Ahead! twenty one pilots is back on tour! Catch the new show in Los Angeles at BMO Stadium on 25-10-2025.",concert_promotion,6,music_280
🎸 Experience Swarathma at Palace Grounds 🎟️ Get Tickets Now!,"The soundtrack to your life, performed live. Swarathma in Bangalore at Palace Grounds on 22-02-2010.","🎸 Experience Swarathma at Palace Grounds 🎟️ Get Tickets Now! The soundtrack to your life, performed live. Swarathma in Bangalore at Palace Grounds on 22-02-2010.",concert_promotion,6,music_281
✨ Your Chance to See Atif Aslam in London Epic Night Ahead!,"The icon returns! Atif Aslam live at OVO Arena Wembley, London, 08-09-2024.","✨ Your Chance to See Atif Aslam in London Epic Night Ahead! The icon returns! Atif Aslam live at OVO Arena Wembley, London, 08-09-2024.",concert_promotion,6,music_282
🕺 Get Ready for Armaan Malik in London Live & Loud!,"Dazzling lights, incredible sound, Armaan Malik! indigo at The O2, London, 13-04-2025.","🕺 Get Ready for Armaan Malik in London Live & Loud! Dazzling lights, incredible sound, Armaan Malik! indigo at The O2, London, 13-04-2025.",concert_promotion,6,music_283
🎹 See BLACKPINK in Kaohsiung City at Kaohsiung National Stadium 🎟️ Get Tickets Now!,"BLACKPINK anniversary tour! Kaohsiung National Stadium, Kaohsiung City, 19-10-2025. Celebrate with hits like ['DEADLINE Intro', 'Kill This Love', 'Pink Venom', 'How You Like That', 'Playing With Fire', 'Shut Down', 'DEADLINE Interlude (JISOO)', 'Hugs & Kisses', 'earthquake', 'DEADLINE Interlude (LISA)', 'Thunder', ""When I'm With You"", 'Rockstar', 'VCR', 'Pretty Savage', ""Don't Know What to Do"", 'Whistle', 'Stay', 'Lovesick Girls', 'DEADLINE Interlude (JENNIE)', 'like JENNIE', 'ExtraL', 'Starlight', 'DEADLINE Interlude (ROSÉ)', 'gameboy', 'toxic till the end', 'APT.', 'VCR', 'JUMP', 'BOOMBAYAH', 'DDU-DU DDU-DU', ""As If It's Your Last"", 'Forever Young', 'JUMP', 'See U Later', 'Kick It'].","🎹 See BLACKPINK in Kaohsiung City at Kaohsiung National Stadium 🎟️ Get Tickets Now! BLACKPINK anniversary tour! Kaohsiung National Stadium, Kaohsiung City, 19-10-2025. Celebrate with hits like ['DEADLINE Intro', 'Kill This Love', 'Pink Venom', 'How You Like That', 'Playing With Fire', 'Shut Down', 'DEADLINE Interlude (JISOO)', 'Hugs & Kisses', 'earthquake', 'DEADLINE Interlude (LISA)', 'Thunder', ""When I'm With You"", 'Rockstar', 'VCR', 'Pretty Savage', ""Don't Know What to Do"", 'Whistle', 'Stay', 'Lovesick Girls', 'DEADLINE Interlude (JENNIE)', 'like JENNIE', 'ExtraL', 'Starlight', 'DEADLINE Interlude (ROSÉ)', 'gameboy', 'toxic till the end', 'APT.', 'VCR', 'JUMP', 'BOOMBAYAH', 'DDU-DU DDU-DU', ""As If It's Your Last"", 'Forever Young', 'JUMP', 'See U Later', 'Kick It'].",concert_promotion,6,music_284
"🤘 Don't Miss Ankur Tewari & The Ghalat Family performing hits like ['Chhoona Aasmaan', 'Chand Chahiye', 'Aa Jaao', 'Shehzaada Shehzaadi', 'Farz Karo', 'Teri Yaad', 'Yaaron', 'Anjaana', 'Yeh Nayan Dare Dare - Cover', 'Sabse Peeche Hum Khade', 'Gehraiyaan', 'Jeene Me Aaye Maza', 'Dil Beparwah', 'Dil Haare', 'Love in C Major', 'Mohabbat Zindabad', 'Zaalim Alien', 'Ding Dong'] Tickets Going Fast!",The concert you've been waiting for! Ankur Tewari & The Ghalat Family at Café du Nord (San Francisco) on 09-03-2025.,"🤘 Don't Miss Ankur Tewari & The Ghalat Family performing hits like ['Chhoona Aasmaan', 'Chand Chahiye', 'Aa Jaao', 'Shehzaada Shehzaadi', 'Farz Karo', 'Teri Yaad', 'Yaaron', 'Anjaana', 'Yeh Nayan Dare Dare - Cover', 'Sabse Peeche Hum Khade', 'Gehraiyaan', 'Jeene Me Aaye Maza', 'Dil Beparwah', 'Dil Haare', 'Love in C Major', 'Mohabbat Zindabad', 'Zaalim Alien', 'Ding Dong'] Tickets Going Fast! The concert you've been waiting for! Ankur Tewari & The Ghalat Family at Café du Nord (San Francisco) on 09-03-2025.",concert_promotion,6,music_285
🙌 Get Ready for BTS for the  tour Tickets Going Fast!,Studio hits to live thrills: BTS performs at KBS Music Bank on 17-06-2022.,🙌 Get Ready for BTS for the  tour Tickets Going Fast! Studio hits to live thrills: BTS performs at KBS Music Bank on 17-06-2022.,concert_promotion,6,music_286
🎟️ Experience Mayday Parade at Vibrant Music Hall Limited Seats Available,"Early bird tickets end soon! Mayday Parade at Vibrant Music Hall, Waukee, 29-10-2025.","🎟️ Experience Mayday Parade at Vibrant Music Hall Limited Seats Available Early bird tickets end soon! Mayday Parade at Vibrant Music Hall, Waukee, 29-10-2025.",concert_promotion,6,music_287
🎟️ Join Harry Styles at RCF Arena Campovolo Epic Night Ahead!,Harry Styles // Reggio nell'Emilia // RCF Arena Campovolo // 22-07-2023. Get tickets at https://www.setlist.fm/setlist/harry-styles/2023/rcf-arena-campovolo-reggio-nellemilia-italy-4ba4afda.html.,🎟️ Join Harry Styles at RCF Arena Campovolo Epic Night Ahead! Harry Styles // Reggio nell'Emilia // RCF Arena Campovolo // 22-07-2023. Get tickets at https://www.setlist.fm/setlist/harry-styles/2023/rcf-arena-campovolo-reggio-nellemilia-italy-4ba4afda.html.,concert_promotion,6,music_288
🙌 Experience Miley Cyrus at Rough Trade Below Tickets Going Fast!,"Tag your concert buddy! Miley Cyrus at Rough Trade Below, New York, 04-06-2025.","🙌 Experience Miley Cyrus at Rough Trade Below Tickets Going Fast! Tag your concert buddy! Miley Cyrus at Rough Trade Below, New York, 04-06-2025.",concert_promotion,6,music_289
❤️ The Ultimate Bruno Mars Experience in Las Vegas Limited Seats Available,Love live music? Bruno Mars's  hits Las Vegas at Dolby Live at Park MGM on 06-09-2025. Don't miss [] performed live!,❤️ The Ultimate Bruno Mars Experience in Las Vegas Limited Seats Available Love live music? Bruno Mars's  hits Las Vegas at Dolby Live at Park MGM on 06-09-2025. Don't miss [] performed live!,concert_promotion,6,music_290
🕺 Get Ready for Karthik in Mangalagiri Live & Loud!,The final stop of ! Karthik live in Mangalagiri at CK Conventions on 28-09-2024.,🕺 Get Ready for Karthik in Mangalagiri Live & Loud! The final stop of ! Karthik live in Mangalagiri at CK Conventions on 28-09-2024.,concert_promotion,6,music_291
🎉 Catch Stray Kids Live for the  tour Secure Your Spot!,"Low ticket warning! Stray Kids live in Macau at Macao Outdoor Performance Venue, 20-09-2025.","🎉 Catch Stray Kids Live for the  tour Secure Your Spot! Low ticket warning! Stray Kids live in Macau at Macao Outdoor Performance Venue, 20-09-2025.",concert_promotion,6,music_292
🙌 Get Ready for Lizzo at West Hollywood Park – One Night Only!,Final release tickets for Lizzo at West Hollywood Park (West Hollywood) on 31-05-2025. Act fast!,🙌 Get Ready for Lizzo at West Hollywood Park – One Night Only! Final release tickets for Lizzo at West Hollywood Park (West Hollywood) on 31-05-2025. Act fast!,concert_promotion,6,music_293
🔥 Your Chance to See Chris Sia performing hits like [] Secure Your Spot!,Chris Sia adds a show in Leesburg at Downtown on 21-09-2024. Get your tickets now!,🔥 Your Chance to See Chris Sia performing hits like [] Secure Your Spot! Chris Sia adds a show in Leesburg at Downtown on 21-09-2024. Get your tickets now!,concert_promotion,6,music_294
🎟️ See Stray Kids in Incheon for the dominATE tour Don't Miss Out!,"The wait is over! Stray Kids takes the stage at Incheon Asiad Main Stadium, Incheon, on 18-10-2025. Reserve your spot here: https://www.setlist.fm/setlist/stray-kids/2025/incheon-asiad-main-stadium-incheon-south-korea-43403737.html.","🎟️ See Stray Kids in Incheon for the dominATE tour Don't Miss Out! The wait is over! Stray Kids takes the stage at Incheon Asiad Main Stadium, Incheon, on 18-10-2025. Reserve your spot here: https://www.setlist.fm/setlist/stray-kids/2025/incheon-asiad-main-stadium-incheon-south-korea-43403737.html.",concert_promotion,6,music_295
"💥 Join Jolin Tsai performing hits like ['', 'Necessary Evil', 'Sweet Guilty Pleasure', 'The Spirit of Knight', 'Miss Trouble', '', 'Lady in Red', 'Honey Trap', 'Medusa', 'Agent J', 'Real Man', 'Mr. Q', 'Bravo Lover', '', 'The Great Artist', 'Wild Game', '36 tricks of love', 'Overlooking Purposely', ""I'm Not Yours"", '', 'Sun Will Never Set', ""Don't Stop"", 'Ideal State', 'Kaleidoscope', 'Hubby', 'Say I Love You', 'Fantasy', '', 'Rewind', 'Sky', 'Vulnerability', 'The Smell of Lemon Grass', 'Heart-breaking Day', 'Are You Happy?', 'Color Photos', 'Pretence', 'Priceless', ""I Know You're Feeling Sad"", 'Compromise', 'Life Sucks', 'Prague Square', 'Love Love Love', '', 'Dancing Diva', 'Dr. Jolin', 'See my 72 changes', 'Play', 'Stars Align', 'Ugly Beauty'] Tickets Going Fast!","Don't just stream—experience Jolin Tsai live at Olympic Sports Center Stadium, Hefei Shi, on 16-09-2023.","💥 Join Jolin Tsai performing hits like ['', 'Necessary Evil', 'Sweet Guilty Pleasure', 'The Spirit of Knight', 'Miss Trouble', '', 'Lady in Red', 'Honey Trap', 'Medusa', 'Agent J', 'Real Man', 'Mr. Q', 'Bravo Lover', '', 'The Great Artist', 'Wild Game', '36 tricks of love', 'Overlooking Purposely', ""I'm Not Yours"", '', 'Sun Will Never Set', ""Don't Stop"", 'Ideal State', 'Kaleidoscope', 'Hubby', 'Say I Love You', 'Fantasy', '', 'Rewind', 'Sky', 'Vulnerability', 'The Smell of Lemon Grass', 'Heart-breaking Day', 'Are You Happy?', 'Color Photos', 'Pretence', 'Priceless', ""I Know You're Feeling Sad"", 'Compromise', 'Life Sucks', 'Prague Square', 'Love Love Love', '', 'Dancing Diva', 'Dr. Jolin', 'See my 72 changes', 'Play', 'Stars Align', 'Ugly Beauty'] Tickets Going Fast! Don't just stream—experience Jolin Tsai live at Olympic Sports Center Stadium, Hefei Shi, on 16-09-2023.",concert_promotion,6,music_296
💥 The Ultimate AGNEZ MO Experience in Kota Administrasi Jakarta Utara Don't Miss Out!,"AGNEZ MO anniversary tour! Gambir Expo, Kota Administrasi Jakarta Utara, 09-10-2022. Celebrate with hits like [].","💥 The Ultimate AGNEZ MO Experience in Kota Administrasi Jakarta Utara Don't Miss Out! AGNEZ MO anniversary tour! Gambir Expo, Kota Administrasi Jakarta Utara, 09-10-2022. Celebrate with hits like [].",concert_promotion,6,music_297
